                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.57538,                0.38573,                  1.125,                0.98481,                0.66667,                0.85718,                0.43457,                 1.5857,                 1.3235,                 2.3118,               0.000515,               0.000515,               0.000515
                    153,                0.58093,                0.41847,                 1.1427,                0.88819,                    0.6,                0.75089,                0.42022,                   1.65,                 1.2686,                 2.4872,              0.0005051,              0.0005051,              0.0005051
                    154,                0.57709,                0.41393,                 1.1272,                 0.8988,                0.59282,                0.75885,                0.42196,                 1.7399,                 1.1882,                 2.5727,              0.0004952,              0.0004952,              0.0004952
                    155,                0.59166,                0.40373,                 1.1472,                0.72537,                0.73333,                0.79314,                0.39982,                 1.7719,                  1.392,                 2.6207,              0.0004853,              0.0004853,              0.0004853
                    156,                0.57913,                0.40052,                 1.1274,                0.68593,                 0.7283,                0.70964,                 0.3559,                 1.8911,                 1.6054,                 2.6462,              0.0004754,              0.0004754,              0.0004754
                    157,                0.60081,                 0.4214,                 1.1621,                0.70797,                0.66667,                0.72064,                0.32424,                 1.9093,                 1.7851,                 2.7398,              0.0004655,              0.0004655,              0.0004655
                    158,                0.58745,                0.40124,                 1.1446,                0.87919,                0.66667,                0.80488,                0.36912,                 1.9811,                 1.4009,                 3.0057,              0.0004556,              0.0004556,              0.0004556
                    159,                0.54705,                0.38077,                 1.1274,                0.84452,                0.72484,                0.78047,                 0.3457,                 1.9755,                 1.4774,                 3.0722,              0.0004457,              0.0004457,              0.0004457
                    160,                0.55621,                0.38611,                 1.1172,                0.76915,                0.66638,                0.76778,                 0.3368,                 2.0535,                 1.4543,                 2.9902,              0.0004358,              0.0004358,              0.0004358
                    161,                0.56575,                0.38026,                 1.1347,                0.65389,                0.75655,                0.69012,                0.31922,                 1.9057,                 2.0046,                 2.7321,              0.0004259,              0.0004259,              0.0004259
                    162,                0.52235,                0.37865,                 1.0977,                0.85586,                0.53333,                 0.6677,                0.34262,                 1.7355,                 1.9989,                 2.4464,               0.000416,               0.000416,               0.000416
                    163,                 0.5764,                0.39836,                 1.1514,                0.78239,                    0.6,                0.69826,                0.32958,                 1.9759,                 1.7196,                 2.8466,              0.0004061,              0.0004061,              0.0004061
                    164,                0.58067,                0.37646,                 1.1313,                0.81004,                    0.6,                0.71554,                0.34272,                  1.957,                 1.7655,                 2.7706,              0.0003962,              0.0003962,              0.0003962
                    165,                0.56427,                0.39041,                 1.1261,                0.89774,                0.58642,                0.76408,                0.36506,                 1.9709,                 1.7321,                 2.4815,              0.0003863,              0.0003863,              0.0003863
                    166,                0.55048,                0.39519,                 1.1287,                 0.7788,                0.53333,                0.69965,                 0.3348,                 1.6926,                 2.1429,                 2.1645,              0.0003764,              0.0003764,              0.0003764
                    167,                0.55998,                0.39713,                 1.1289,                0.58517,                0.65872,                 0.6448,                0.33182,                 1.6328,                 2.1827,                 2.2928,              0.0003665,              0.0003665,              0.0003665
                    168,                0.54163,                0.40341,                 1.1333,                 0.7111,                  0.657,                0.75169,                0.39728,                 1.7374,                 1.8059,                 2.5358,              0.0003566,              0.0003566,              0.0003566
                    169,                0.53633,                0.36228,                 1.1146,                0.71495,                  0.669,                0.76863,                0.37585,                 1.7951,                 1.8416,                 2.6694,              0.0003467,              0.0003467,              0.0003467
                    170,                0.52968,                0.36024,                 1.0958,                0.63275,                0.69007,                0.78426,                0.40606,                 1.8197,                 1.7608,                 2.7734,              0.0003368,              0.0003368,              0.0003368
                    171,                0.51466,                0.37872,                 1.1018,                0.60543,                0.73333,                0.71071,                0.36876,                   1.81,                 1.5393,                 2.6407,              0.0003269,              0.0003269,              0.0003269
                    172,                0.52129,                0.35502,                  1.106,                0.64217,                0.71856,                0.72109,                0.37024,                  1.842,                 1.4314,                 2.7198,               0.000317,               0.000317,               0.000317
                    173,                0.52994,                0.36054,                 1.1002,                 0.8815,                    0.6,                0.80982,                0.38515,                 1.8243,                 1.4804,                 2.7468,              0.0003071,              0.0003071,              0.0003071
                    174,                0.55089,                0.40339,                 1.1384,                0.63345,                0.73333,                0.76023,                0.35867,                 1.7676,                 1.7065,                 2.5444,              0.0002972,              0.0002972,              0.0002972
                    175,                0.51893,                0.36838,                 1.1049,                0.72981,                  0.721,                0.75213,                0.35823,                 1.8543,                 1.7216,                 2.5829,              0.0002873,              0.0002873,              0.0002873
                    176,                0.52516,                0.35751,                 1.1034,                0.78084,                0.71362,                0.76189,                0.35073,                  1.972,                 1.6039,                 2.7952,              0.0002774,              0.0002774,              0.0002774
                    177,                0.55081,                0.38628,                 1.1211,                0.78396,                0.72623,                0.79597,                0.37689,                 2.0037,                  1.555,                 2.8603,              0.0002675,              0.0002675,              0.0002675
                    178,                 0.5161,                0.39754,                 1.1198,                0.71104,                0.65683,                 0.7203,                0.37447,                 1.9042,                 1.5278,                 2.6602,              0.0002576,              0.0002576,              0.0002576
                    179,                0.50451,                0.35913,                 1.0793,                0.66358,                0.65802,                0.74971,                0.37641,                 1.8288,                 1.5354,                 2.5623,              0.0002477,              0.0002477,              0.0002477
                    180,                0.51313,                0.36639,                 1.0942,                0.81456,                0.66667,                0.82588,                0.40798,                 1.7358,                  1.542,                 2.4535,              0.0002378,              0.0002378,              0.0002378
                    181,                0.51558,                0.35922,                 1.1115,                0.82696,                0.66667,                 0.8426,                 0.4052,                 1.9564,                 1.5022,                 2.8068,              0.0002279,              0.0002279,              0.0002279
                    182,                0.49447,                0.37258,                 1.0879,                0.84242,                    0.6,                0.81105,                0.38333,                 2.0461,                 1.5915,                 2.9744,               0.000218,               0.000218,               0.000218
                    183,                0.49419,                0.35058,                 1.0847,                0.71081,                0.65614,                0.72395,                0.35252,                 2.0029,                 1.8067,                 2.8564,              0.0002081,              0.0002081,              0.0002081
                    184,                0.48883,                0.35518,                 1.0853,                0.81284,                    0.6,                0.71345,                0.33459,                 2.0285,                 1.8813,                 2.8779,              0.0001982,              0.0001982,              0.0001982
                    185,                0.48358,                0.35785,                  1.073,                0.75927,                0.63215,                0.66043,                0.34865,                 1.9178,                 2.0576,                 2.6593,              0.0001883,              0.0001883,              0.0001883
                    186,                0.48897,                0.34892,                 1.0905,                0.74857,                 0.5958,                0.66691,                0.37684,                 1.7841,                 2.0146,                 2.4984,              0.0001784,              0.0001784,              0.0001784
                    187,                0.48454,                0.34177,                 1.0766,                0.68506,                0.72552,                0.73021,                0.38085,                   1.81,                 1.8994,                 2.5298,              0.0001685,              0.0001685,              0.0001685
                    188,                0.52438,                0.37364,                 1.1111,                0.76746,                0.66054,                0.73075,                0.41719,                 1.8446,                  1.816,                 2.6041,              0.0001586,              0.0001586,              0.0001586
                    189,                0.49307,                0.34958,                 1.0728,                0.74919,                0.59762,                0.67892,                0.38949,                  1.758,                 1.8302,                 2.4523,              0.0001487,              0.0001487,              0.0001487
                    190,                0.47935,                0.35229,                 1.0918,                0.74949,                 0.5985,                0.63582,                0.37097,                  1.797,                 1.7304,                 2.5355,              0.0001388,              0.0001388,              0.0001388
                    191,                0.44183,                0.47005,                 1.1069,                0.76457,                 0.6505,                0.65832,                0.33928,                 1.8957,                 1.7529,                 2.7451,              0.0001289,              0.0001289,              0.0001289
                    192,                0.38028,                0.30227,                 1.0488,                0.74423,                    0.6,                0.61065,                0.25981,                 2.0672,                 1.8506,                 3.0369,               0.000119,               0.000119,               0.000119
                    193,                0.37165,                0.27744,                 1.0308,                0.74395,                    0.6,                0.60691,                0.23638,                 2.0462,                  1.834,                 3.0874,              0.0001091,              0.0001091,              0.0001091
                    194,                0.35994,                0.25571,                 1.0504,                0.73951,                    0.6,                0.58454,                0.25618,                 1.9773,                 1.7507,                 3.0204,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.34387,                0.25555,                 1.0074,                0.74205,                    0.6,                0.57869,                0.28897,                 1.9342,                 1.6945,                 2.9738,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.36231,                0.24591,                 1.0379,                0.72012,                    0.6,                0.64661,                0.28993,                 1.9479,                  1.734,                 3.0117,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                0.35881,                0.24366,                 1.0636,                0.68242,                    0.6,                0.61657,                0.27809,                 1.8786,                 1.8242,                 2.9576,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.33232,                0.22287,                 1.0094,                0.74922,                    0.6,                0.61643,                0.30883,                 1.8352,                 1.8403,                 2.9311,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.32234,                0.22232,                 1.0046,                0.63571,                    0.6,                0.59956,                0.31507,                 1.8373,                 1.7828,                 2.9051,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.33011,                0.23186,                0.97649,                0.61798,                0.66667,                0.65252,                  0.319,                 1.8462,                 1.7811,                 2.8801,               3.98e-05,               3.98e-05,               3.98e-05
